Brand,Model,Theft Rate (%),Province,Place,Hijacking_Rate,Crime_Level,Crime_Level_Num,Driver_Age,Claims,Vehicle_Value,Vehicle_Year,Annual_Mileage,Tracker,Alarm,Immobilizer,Married,Coverage,Usage,Parking,Theft_Rate,Area_Hijack,Premium
Audi,Q7 (55 TFSI),1.0,Gauteng,Bramley,2.0,Medium,1.3,19,2,2020315,2001,24691,1,0,0,0,Smart,Weekend Only,Carport,1.0,2.0,64962.43
Audi,Q7 (55 TFSI),1.0,Gauteng,Honeydew,1.5,Low,1.0,66,0,1792026,2008,31428,0,1,0,0,Smart,Weekend Only,Garage,1.0,1.5,18832.92
Audi,Q7 (55 TFSI),1.0,Gauteng,Soweto,4.8,High,1.5,26,0,3844703,2022,12050,0,0,0,1,Third-Party,Occasional,Carport,1.0,4.8,43511.53
Audi,Q7 (55 TFSI),1.0,Gauteng,Sandringham,3.2,Medium,1.3,45,0,76328,2025,3912,0,0,0,1,Smart,Daily Commute,Street,1.0,3.2,200.0
Audi,Q7 (55 TFSI),1.0,Gauteng,Akasia,2.8,Medium,1.3,48,1,479870,2017,38989,0,0,0,0,Comprehensive,Daily Commute,Carport,1.0,2.8,2580.97
Audi,Q7 (55 TFSI),1.0,Gauteng,Midstream,1.0,Low,1.0,51,0,721574,2015,9374,1,0,0,0,Smart,Business,Carport,1.0,1.0,4656.13
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Durban North,1.3,Low,1.0,32,0,3394540,2022,35034,0,0,0,0,Comprehensive,Daily Commute,Carport,1.0,1.3,94897.77
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Umlazi,4.2,High,1.5,65,2,1042453,2013,49457,0,0,0,1,Comprehensive,Business,Street,1.0,4.2,49917.98
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Inanda,3.5,Medium,1.3,42,0,3113569,2003,21866,0,0,0,0,Smart,Weekend Only,Carport,1.0,3.5,46685.6
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,53,2,2053632,2025,48678,0,0,1,0,Comprehensive,Daily Commute,Garage,1.0,2.9,60216.26
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Mankweng,4.0,High,1.5,25,1,881809,2001,28256,0,1,0,0,Third-Party,Weekend Only,Carport,1.0,4.0,4134.85
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Berea,1.5,Low,1.0,26,0,2313958,2011,29769,1,1,0,0,Comprehensive,Weekend Only,Garage,1.0,1.5,40704.68
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,54,0,412401,2019,12198,0,0,0,0,Comprehensive,Weekend Only,Carport,1.0,2.8,1261.12
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,65,0,3748626,2004,31281,0,0,1,1,Comprehensive,Occasional,Garage,1.0,3.8,88129.9
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,62,0,3132263,2003,6564,0,0,0,1,Smart,Business,Street,1.0,4.5,112815.44
Audi,Q7 (55 TFSI),1.0,KwaZulu-Natal,Calcutta,1.0,Low,1.0,56,1,532374,2014,38996,0,1,0,0,Comprehensive,Business,Street,1.0,1.0,4108.02
Audi,Q7 (55 TFSI),1.0,Western Cape,Cape Town CBD,2.5,Medium,1.3,49,0,219947,2002,9155,0,1,0,1,Comprehensive,Occasional,Carport,1.0,2.5,394.23
Audi,Q7 (55 TFSI),1.0,Western Cape,Khayelitsha,4.8,High,1.5,69,0,3260810,2021,49952,0,0,0,1,Smart,Weekend Only,Garage,1.0,4.8,52441.26
Audi,Q7 (55 TFSI),1.0,Western Cape,Rondebosch,1.2,Low,1.0,34,0,607514,2016,35085,0,1,1,0,Comprehensive,Occasional,Carport,1.0,1.2,3655.69
Audi,Q7 (55 TFSI),1.0,Western Cape,Nyanga,4.0,High,1.5,52,0,2971261,2007,2710,0,1,0,1,Comprehensive,Daily Commute,Carport,1.0,4.0,76718.39
Audi,Q7 (55 TFSI),1.0,Western Cape,Gugulethu,3.8,High,1.5,54,0,2298522,2011,13388,0,0,0,0,Smart,Business,Carport,1.0,3.8,56929.74
Audi,Q7 (55 TFSI),1.0,Western Cape,Sea Point,1.5,Low,1.0,36,1,1406568,2020,10642,0,0,0,0,Comprehensive,Weekend Only,Garage,1.0,1.5,18257.1
Audi,Q7 (55 TFSI),1.0,Western Cape,Philippi East,3.2,Medium,1.3,61,0,683579,2007,28457,0,1,0,0,Third-Party,Weekend Only,Garage,1.0,3.2,2454.23
Audi,Q7 (55 TFSI),1.0,Western Cape,Delft,3.5,Medium,1.3,46,0,3592099,2025,20127,0,0,1,1,Third-Party,Weekend Only,Carport,1.0,3.5,26427.69
Audi,Q7 (55 TFSI),1.0,Western Cape,Mfuleni,4.2,High,1.5,24,0,910086,2019,36091,1,0,0,0,Smart,Weekend Only,Street,1.0,4.2,5754.72
Audi,Q7 (55 TFSI),1.0,Western Cape,Harare,4.0,High,1.5,45,1,1912752,2019,13752,0,1,0,0,Comprehensive,Occasional,Street,1.0,4.0,30706.16
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,26,1,738794,2004,6237,0,1,0,1,Comprehensive,Business,Street,1.0,3.0,12557.66
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Cambridge,3.5,Medium,1.3,45,1,2263002,2020,5051,0,1,0,1,Third-Party,Business,Garage,1.0,3.5,37493.25
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Kwazakele,4.2,High,1.5,23,0,1044766,2026,32169,0,0,0,1,Smart,Daily Commute,Garage,1.0,4.2,15805.78
Audi,Q7 (55 TFSI),1.0,Eastern Cape,New Brighton,3.8,High,1.5,46,1,1168209,2005,23048,1,1,0,0,Comprehensive,Business,Carport,1.0,3.8,25311.37
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Summerstrand,1.5,Low,1.0,34,0,633205,2004,45311,0,1,0,1,Comprehensive,Daily Commute,Garage,1.0,1.5,5584.75
Audi,Q7 (55 TFSI),1.0,Eastern Cape,North End,2.0,Medium,1.3,33,2,926236,2020,21088,1,1,1,0,Comprehensive,Weekend Only,Carport,1.0,2.0,7215.55
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Walmer,1.0,Low,1.0,40,1,3907833,2007,7675,1,1,0,0,Comprehensive,Business,Street,1.0,1.0,146464.6
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Central,2.5,Medium,1.3,48,2,3468779,2021,41555,1,0,0,1,Third-Party,Business,Carport,1.0,2.5,67689.92
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Mount Road,3.5,Medium,1.3,20,0,937727,2017,4640,1,1,0,0,Comprehensive,Business,Garage,1.0,3.5,10239.55
Audi,Q7 (55 TFSI),1.0,Eastern Cape,Stanford Terrace,1.2,Low,1.0,38,1,1095016,2003,14317,0,0,0,0,Comprehensive,Daily Commute,Street,1.0,1.2,26144.69
Audi,Q7 (55 TFSI),1.0,Mpumalanga,Witbank,3.5,Medium,1.3,43,0,2871114,2003,46408,0,0,0,0,Third-Party,Daily Commute,Garage,1.0,3.5,35953.3
Audi,Q7 (55 TFSI),1.0,Mpumalanga,Secunda,2.8,Medium,1.3,53,0,466980,2004,42144,0,1,0,1,Smart,Business,Street,1.0,2.8,2115.94
Audi,Q7 (55 TFSI),1.0,Mpumalanga,Vosman,4.0,High,1.5,59,0,1526201,2014,42906,1,1,1,1,Third-Party,Occasional,Garage,1.0,4.0,6978.28
Audi,Q7 (55 TFSI),1.0,Mpumalanga,Bethal,1.0,Low,1.0,54,0,985894,2005,40130,0,0,0,0,Comprehensive,Occasional,Garage,1.0,1.0,5939.98
Audi,Q7 (55 TFSI),1.0,Mpumalanga,Middleburg,1.5,Low,1.0,39,2,90172,2026,35462,0,1,0,0,Smart,Occasional,Street,1.0,1.5,200.0
Audi,Q7 (55 TFSI),1.0,Limpopo,Polokwane,2.5,Medium,1.3,59,2,3591808,2020,22637,0,0,0,1,Smart,Weekend Only,Street,1.0,2.5,83441.33
Audi,Q7 (55 TFSI),1.0,Limpopo,Mankweng,4.2,High,1.5,29,0,1340407,2015,12385,0,0,0,1,Third-Party,Occasional,Street,1.0,4.2,11902.54
Audi,Q7 (55 TFSI),1.0,North West,Mmabatho,4.0,High,1.5,59,0,687800,2013,17201,0,0,0,0,Third-Party,Weekend Only,Carport,1.0,4.0,2176.2
Audi,Q7 (55 TFSI),1.0,North West,Rustenburg,2.0,Medium,1.3,30,0,755902,2013,36536,0,1,1,0,Comprehensive,Occasional,Carport,1.0,2.0,5209.73
Audi,Q7 (55 TFSI),1.0,North West,Potchefstroom,1.2,Low,1.0,28,1,1156772,2015,26667,0,0,0,0,Smart,Weekend Only,Garage,1.0,1.2,15310.64
Audi,Q7 (55 TFSI),1.0,Northern Cape,Kimberley,3.5,Medium,1.3,33,0,3012485,2026,47384,0,0,0,1,Comprehensive,Business,Garage,1.0,3.5,88174.83
Audi,Q7 (55 TFSI),1.0,Northern Cape,Upington,1.0,Low,1.0,25,0,3624780,2021,2171,0,0,0,1,Comprehensive,Weekend Only,Street,1.0,1.0,82975.0
Audi,Q7 (55 TFSI),1.0,Free State,Bloemfontein,3.0,Medium,1.3,57,0,3168746,2023,37517,0,0,1,1,Comprehensive,Occasional,Garage,1.0,3.0,45490.96
Audi,Q7 (55 TFSI),1.0,Free State,Welkom,2.0,Medium,1.3,57,2,3096319,2003,37870,1,0,0,0,Comprehensive,Occasional,Street,1.0,2.0,97608.73
Toyota,Hilux,2.5,Gauteng,Sandton,1.2,Low,1.0,62,0,721311,2010,49375,0,1,0,1,Third-Party,Business,Street,2.5,1.2,5093.81
Toyota,Hilux,2.5,Gauteng,Midrand,2.5,Medium,1.3,19,0,3483047,2018,39982,0,0,0,0,Smart,Occasional,Garage,2.5,2.5,72455.65
Toyota,Hilux,2.5,Gauteng,Ivory Park,4.5,High,1.5,47,0,2561395,2024,34844,0,0,0,0,Comprehensive,Daily Commute,Street,2.5,4.5,63102.21
Toyota,Hilux,2.5,Gauteng,Roodepoort,3.8,High,1.5,47,0,3313537,2018,20582,0,0,0,1,Comprehensive,Occasional,Garage,2.5,3.8,58169.72
Toyota,Hilux,2.5,Gauteng,Bramley,2.0,Medium,1.3,29,1,3543502,2026,6237,0,0,0,1,Comprehensive,Occasional,Street,2.5,2.0,104028.86
Toyota,Hilux,2.5,Gauteng,Honeydew,1.5,Low,1.0,27,0,1983625,2007,32465,0,1,0,1,Comprehensive,Business,Carport,2.5,1.5,46317.48
Toyota,Hilux,2.5,Gauteng,Soweto,4.8,High,1.5,61,0,727527,2009,8027,0,1,0,0,Comprehensive,Weekend Only,Street,2.5,4.8,6460.57
Toyota,Hilux,2.5,Gauteng,Sandringham,3.2,Medium,1.3,28,0,1313953,2004,15241,0,0,0,0,Comprehensive,Daily Commute,Garage,2.5,3.2,24974.76
Toyota,Hilux,2.5,Gauteng,Akasia,2.8,Medium,1.3,32,0,476276,2015,12367,1,1,0,0,Third-Party,Business,Carport,2.5,2.8,1340.35
Toyota,Hilux,2.5,Gauteng,Midstream,1.0,Low,1.0,33,0,2284462,2024,29483,0,0,1,0,Third-Party,Weekend Only,Garage,2.5,1.0,18494.22
Toyota,Hilux,2.5,KwaZulu-Natal,Durban North,1.3,Low,1.0,34,0,1437276,2002,17031,0,1,0,0,Smart,Daily Commute,Street,2.5,1.3,22927.54
Toyota,Hilux,2.5,KwaZulu-Natal,Umlazi,4.2,High,1.5,43,0,3152037,2025,37312,0,1,0,1,Third-Party,Business,Street,2.5,4.2,44774.89
Toyota,Hilux,2.5,KwaZulu-Natal,Inanda,3.5,Medium,1.3,19,0,948580,2009,34023,0,0,0,1,Smart,Business,Garage,2.5,3.5,11094.73
Toyota,Hilux,2.5,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,67,0,1865813,2023,30188,0,1,0,0,Smart,Daily Commute,Garage,2.5,2.9,21835.45
Toyota,Hilux,2.5,KwaZulu-Natal,Mankweng,4.0,High,1.5,29,0,70485,2012,37625,1,1,0,1,Comprehensive,Daily Commute,Carport,2.5,4.0,200.0
Toyota,Hilux,2.5,KwaZulu-Natal,Berea,1.5,Low,1.0,68,0,1474466,2006,36321,1,0,0,0,Comprehensive,Daily Commute,Carport,2.5,1.5,27412.42
Toyota,Hilux,2.5,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,43,1,2099530,2011,8274,0,0,0,1,Comprehensive,Daily Commute,Carport,2.5,2.8,74415.39
Toyota,Hilux,2.5,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,40,0,1884682,2022,14556,1,0,0,0,Smart,Occasional,Garage,2.5,3.8,13182.67
Toyota,Hilux,2.5,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,35,2,2787695,2013,43921,1,0,0,0,Third-Party,Occasional,Garage,2.5,4.5,45685.34
Toyota,Hilux,2.5,KwaZulu-Natal,Calcutta,1.0,Low,1.0,49,0,2690242,2026,36395,0,1,0,0,Comprehensive,Weekend Only,Garage,2.5,1.0,37482.44
Toyota,Hilux,2.5,Western Cape,Cape Town CBD,2.5,Medium,1.3,66,0,2657192,2009,28543,1,0,0,1,Comprehensive,Occasional,Garage,2.5,2.5,57840.79
Toyota,Hilux,2.5,Western Cape,Khayelitsha,4.8,High,1.5,55,0,879746,2008,13523,0,1,0,0,Third-Party,Weekend Only,Garage,2.5,4.8,2503.94
Toyota,Hilux,2.5,Western Cape,Rondebosch,1.2,Low,1.0,64,2,1887154,2011,3074,0,0,1,1,Comprehensive,Daily Commute,Street,2.5,1.2,67310.18
Toyota,Hilux,2.5,Western Cape,Nyanga,4.0,High,1.5,20,1,1025802,2023,21588,1,0,0,0,Third-Party,Weekend Only,Street,2.5,4.0,10270.75
Toyota,Hilux,2.5,Western Cape,Gugulethu,3.8,High,1.5,55,2,2250305,2002,15990,0,1,0,1,Third-Party,Occasional,Street,2.5,3.8,40941.03
Toyota,Hilux,2.5,Western Cape,Sea Point,1.5,Low,1.0,20,0,3181958,2012,33528,0,0,0,0,Comprehensive,Occasional,Carport,2.5,1.5,107257.92
Toyota,Hilux,2.5,Western Cape,Philippi East,3.2,Medium,1.3,47,2,1986153,2005,19412,0,0,1,0,Smart,Occasional,Street,2.5,3.2,32617.29
Toyota,Hilux,2.5,Western Cape,Delft,3.5,Medium,1.3,18,0,1939241,2026,19031,1,0,1,0,Smart,Occasional,Garage,2.5,3.5,18099.03
Toyota,Hilux,2.5,Western Cape,Mfuleni,4.2,High,1.5,47,1,1587699,2005,47793,0,0,0,0,Smart,Daily Commute,Street,2.5,4.2,29708.6
Toyota,Hilux,2.5,Western Cape,Harare,4.0,High,1.5,62,1,1943392,2020,16837,0,1,1,0,Third-Party,Business,Garage,2.5,4.0,24543.43
Toyota,Hilux,2.5,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,49,0,1292133,2018,40071,0,0,0,0,Comprehensive,Daily Commute,Street,2.5,3.0,21570.93
Toyota,Hilux,2.5,Eastern Cape,Cambridge,3.5,Medium,1.3,45,1,3421460,2024,49512,0,1,0,0,Smart,Business,Carport,2.5,3.5,84723.61
Toyota,Hilux,2.5,Eastern Cape,Kwazakele,4.2,High,1.5,38,0,924685,2006,21546,0,1,1,1,Smart,Daily Commute,Garage,2.5,4.2,4885.68
Toyota,Hilux,2.5,Eastern Cape,New Brighton,3.8,High,1.5,63,2,2664097,2003,48515,0,0,1,1,Smart,Daily Commute,Garage,2.5,3.8,97463.11
Toyota,Hilux,2.5,Eastern Cape,Summerstrand,1.5,Low,1.0,30,2,1146245,2021,47875,1,0,0,0,Comprehensive,Occasional,Street,2.5,1.5,24084.23
Toyota,Hilux,2.5,Eastern Cape,North End,2.0,Medium,1.3,44,0,989346,2004,19286,0,0,0,1,Smart,Occasional,Street,2.5,2.0,5498.28
Toyota,Hilux,2.5,Eastern Cape,Walmer,1.0,Low,1.0,53,1,3007683,2000,11695,1,1,0,0,Comprehensive,Daily Commute,Carport,2.5,1.0,84575.3
Toyota,Hilux,2.5,Eastern Cape,Central,2.5,Medium,1.3,24,0,3834028,2017,39844,0,1,0,1,Comprehensive,Occasional,Garage,2.5,2.5,101025.39
Toyota,Hilux,2.5,Eastern Cape,Mount Road,3.5,Medium,1.3,39,0,2290306,2016,13054,0,0,0,0,Comprehensive,Business,Street,2.5,3.5,74835.63
Toyota,Hilux,2.5,Eastern Cape,Stanford Terrace,1.2,Low,1.0,27,0,2806318,2008,4897,1,0,0,1,Comprehensive,Weekend Only,Street,2.5,1.2,63095.79
Toyota,Hilux,2.5,Mpumalanga,Witbank,3.5,Medium,1.3,56,0,2314485,2008,11537,1,0,0,1,Smart,Business,Garage,2.5,3.5,45654.71
Toyota,Hilux,2.5,Mpumalanga,Secunda,2.8,Medium,1.3,32,1,3947594,2020,23946,0,0,0,1,Smart,Occasional,Carport,2.5,2.8,86724.74
Toyota,Hilux,2.5,Mpumalanga,Vosman,4.0,High,1.5,32,0,3215523,2023,10681,0,0,0,0,Comprehensive,Occasional,Garage,2.5,4.0,61699.46
Toyota,Hilux,2.5,Mpumalanga,Bethal,1.0,Low,1.0,21,0,367453,2009,9851,0,1,0,1,Comprehensive,Daily Commute,Garage,2.5,1.0,2424.29
Toyota,Hilux,2.5,Mpumalanga,Middleburg,1.5,Low,1.0,49,2,3922544,2019,27001,0,0,0,0,Third-Party,Daily Commute,Carport,2.5,1.5,74337.98
Toyota,Hilux,2.5,Limpopo,Polokwane,2.5,Medium,1.3,40,0,2911076,2016,16585,1,0,0,1,Comprehensive,Daily Commute,Garage,2.5,2.5,54809.96
Toyota,Hilux,2.5,Limpopo,Mankweng,4.2,High,1.5,23,1,2177332,2012,41996,0,1,0,0,Third-Party,Occasional,Garage,2.5,4.2,43079.88
Toyota,Hilux,2.5,North West,Mmabatho,4.0,High,1.5,41,1,3514207,2003,49038,1,1,0,0,Comprehensive,Occasional,Street,2.5,4.0,88481.6
Toyota,Hilux,2.5,North West,Rustenburg,2.0,Medium,1.3,37,2,557502,2022,32117,0,0,0,0,Smart,Daily Commute,Carport,2.5,2.0,2787.1
Toyota,Hilux,2.5,North West,Potchefstroom,1.2,Low,1.0,54,1,1892359,2026,7595,0,1,0,0,Third-Party,Occasional,Carport,2.5,1.2,12272.69
Toyota,Hilux,2.5,Northern Cape,Kimberley,3.5,Medium,1.3,37,1,2583636,2017,25774,0,0,0,0,Third-Party,Weekend Only,Carport,2.5,3.5,29984.24
Toyota,Hilux,2.5,Northern Cape,Upington,1.0,Low,1.0,29,1,1830487,2017,45691,0,1,1,0,Comprehensive,Business,Street,2.5,1.0,49736.89
Toyota,Hilux,2.5,Free State,Bloemfontein,3.0,Medium,1.3,50,1,1348477,2021,11599,0,1,0,1,Smart,Business,Carport,2.5,3.0,22845.79
Toyota,Hilux,2.5,Free State,Welkom,2.0,Medium,1.3,45,0,3361289,2008,8462,0,1,0,0,Comprehensive,Weekend Only,Garage,2.5,2.0,59119.56
Ford,Ranger,2.2,Gauteng,Sandton,1.2,Low,1.0,25,0,2871910,2002,15307,1,0,0,0,Smart,Business,Garage,2.2,1.2,66275.11
Ford,Ranger,2.2,Gauteng,Midrand,2.5,Medium,1.3,18,0,2803792,2006,41136,1,0,0,0,Comprehensive,Weekend Only,Garage,2.2,2.5,70735.45
Ford,Ranger,2.2,Gauteng,Ivory Park,4.5,High,1.5,54,1,2521563,2025,29531,0,0,0,0,Third-Party,Daily Commute,Carport,2.2,4.5,36234.37
Ford,Ranger,2.2,Gauteng,Roodepoort,3.8,High,1.5,39,2,1818406,2014,44174,0,1,0,0,Comprehensive,Weekend Only,Carport,2.2,3.8,35048.07
Ford,Ranger,2.2,Gauteng,Bramley,2.0,Medium,1.3,23,0,1448122,2008,38710,1,0,1,1,Comprehensive,Daily Commute,Carport,2.2,2.0,30545.23
Ford,Ranger,2.2,Gauteng,Honeydew,1.5,Low,1.0,38,0,170551,2026,36568,0,1,0,1,Smart,Business,Street,2.2,1.5,317.66
Ford,Ranger,2.2,Gauteng,Soweto,4.8,High,1.5,49,0,1996018,2008,16414,0,0,1,0,Third-Party,Weekend Only,Street,2.2,4.8,13060.91
Ford,Ranger,2.2,Gauteng,Sandringham,3.2,Medium,1.3,52,0,3286536,2026,33723,1,1,0,0,Comprehensive,Business,Garage,2.2,3.2,65311.3
Ford,Ranger,2.2,Gauteng,Akasia,2.8,Medium,1.3,32,1,1753687,2003,31036,0,1,0,1,Comprehensive,Weekend Only,Garage,2.2,2.8,30220.52
Ford,Ranger,2.2,Gauteng,Midstream,1.0,Low,1.0,22,2,1533953,2017,12261,1,0,0,1,Comprehensive,Business,Carport,2.2,1.0,59692.04
Ford,Ranger,2.2,KwaZulu-Natal,Durban North,1.3,Low,1.0,63,0,180469,2016,4377,0,1,0,0,Comprehensive,Occasional,Carport,2.2,1.3,370.07
Ford,Ranger,2.2,KwaZulu-Natal,Umlazi,4.2,High,1.5,67,0,1831571,2021,42091,0,0,0,1,Third-Party,Business,Carport,2.2,4.2,21964.89
Ford,Ranger,2.2,KwaZulu-Natal,Inanda,3.5,Medium,1.3,65,0,3539794,2020,3271,0,0,0,0,Third-Party,Weekend Only,Street,2.2,3.5,45511.82
Ford,Ranger,2.2,KwaZulu-Natal,Mariannhill,2.9,Medium,1.3,23,2,393018,2005,39788,0,0,0,0,Comprehensive,Business,Garage,2.2,2.9,5400.62
Ford,Ranger,2.2,KwaZulu-Natal,Mankweng,4.0,High,1.5,42,2,963685,2006,47316,0,0,0,0,Smart,Daily Commute,Garage,2.2,4.0,9276.15
Ford,Ranger,2.2,KwaZulu-Natal,Berea,1.5,Low,1.0,63,0,2479657,2024,30419,0,0,1,0,Smart,Daily Commute,Street,2.2,1.5,53067.52
Ford,Ranger,2.2,KwaZulu-Natal,Plessislaer,2.8,Medium,1.3,57,2,3279564,2009,35202,0,0,0,0,Comprehensive,Weekend Only,Carport,2.2,2.8,105434.21
Ford,Ranger,2.2,KwaZulu-Natal,Mountain Rise,3.8,High,1.5,46,0,1300414,2009,21982,0,0,0,0,Comprehensive,Occasional,Carport,2.2,3.8,17459.63
Ford,Ranger,2.2,KwaZulu-Natal,Esikhaleni,4.5,High,1.5,24,0,1261048,2026,5771,0,1,1,1,Comprehensive,Business,Carport,2.2,4.5,29662.71
Ford,Ranger,2.2,KwaZulu-Natal,Calcutta,1.0,Low,1.0,57,0,1919649,2005,16873,0,0,0,0,Comprehensive,Daily Commute,Garage,2.2,1.0,29670.9
Ford,Ranger,2.2,Western Cape,Cape Town CBD,2.5,Medium,1.3,30,1,767593,2005,43494,0,0,0,0,Comprehensive,Occasional,Garage,2.2,2.5,7408.7
Ford,Ranger,2.2,Western Cape,Khayelitsha,4.8,High,1.5,55,0,2751273,2018,43340,1,1,0,0,Comprehensive,Occasional,Carport,2.2,4.8,42402.95
Ford,Ranger,2.2,Western Cape,Rondebosch,1.2,Low,1.0,35,2,3457401,2007,20534,0,1,0,0,Comprehensive,Occasional,Street,2.2,1.2,146753.52
Ford,Ranger,2.2,Western Cape,Nyanga,4.0,High,1.5,19,0,472548,2008,38892,0,0,1,1,Comprehensive,Daily Commute,Carport,2.2,4.0,3347.78
Ford,Ranger,2.2,Western Cape,Gugulethu,3.8,High,1.5,25,0,3181365,2000,14117,1,0,0,0,Comprehensive,Business,Street,2.2,3.8,120484.16
Ford,Ranger,2.2,Western Cape,Sea Point,1.5,Low,1.0,28,0,3588771,2015,7602,1,0,1,0,Comprehensive,Weekend Only,Garage,2.2,1.5,61862.63
Ford,Ranger,2.2,Western Cape,Philippi East,3.2,Medium,1.3,50,1,1221974,2005,17421,1,1,0,0,Smart,Business,Garage,2.2,3.2,18497.22
Ford,Ranger,2.2,Western Cape,Delft,3.5,Medium,1.3,55,2,2565569,2022,33674,0,0,1,0,Third-Party,Business,Garage,2.2,3.5,51265.15
Ford,Ranger,2.2,Western Cape,Mfuleni,4.2,High,1.5,65,2,498598,2026,7167,1,0,0,0,Third-Party,Occasional,Garage,2.2,4.2,1232.11
Ford,Ranger,2.2,Western Cape,Harare,4.0,High,1.5,44,0,3776145,2007,7486,0,0,1,1,Third-Party,Daily Commute,Carport,2.2,4.0,47771.74
Ford,Ranger,2.2,Eastern Cape,Port Elizabeth,3.0,Medium,1.3,37,0,2977392,2014,30192,0,0,0,0,Comprehensive,Daily Commute,Garage,2.2,3.0,75089.76
Ford,Ranger,2.2,Eastern Cape,Cambridge,3.5,Medium,1.3,29,0,1711210,2011,22806,0,0,0,1,Third-Party,Business,Street,2.2,3.5,23757.12
Ford,Ranger,2.2,Eastern Cape,Kwazakele,4.2,High,1.5,60,2,1182100,2009,11943,1,1,0,1,Third-Party,Occasional,Carport,2.2,4.2,10292.25
Ford,Ranger,2.2,Eastern Cape,New Brighton,3.8,High,1.5,48,2,3786641,2015,6824,1,0,0,1,Third-Party,Business,Carport,2.2,3.8,86044.25
Ford,Ranger,2.2,Eastern Cape,Summerstrand,1.5,Low,1.0,44,0,2459623,2014,37883,1,1,0,0,Comprehensive,Business,Carport,2.2,1.5,64899.08
Ford,Ranger,2.2,Eastern Cape,North End,2.0,Medium,1.3,49,0,210651,2010,2218,0,1,0,1,Comprehensive,Occasional,Carport,2.2,2.0,380.19
Ford,Ranger,2.2,Eastern Cape,Walmer,1.0,Low,1.0,27,0,2702923,2023,34893,0,0,1,0,Comprehensive,Weekend Only,Street,2.2,1.0,52362.93
Ford,Ranger,2.2,Eastern Cape,Central,2.5,Medium,1.3,20,2,3075159,2006,15169,0,0,0,1,Comprehensive,Weekend Only,Garage,2.2,2.5,146036.02
Ford,Ranger,2.2,Eastern Cape,Mount Road,3.5,Medium,1.3,62,1,1965888,2007,48458,1,1,0,1,Comprehensive,Business,Street,2.2,3.5,62076.51
Ford,Ranger,2.2,Eastern Cape,Stanford Terrace,1.2,Low,1.0,44,1,68947,2010,47374,0,1,0,0,Third-Party,Weekend Only,Carport,2.2,1.2,200.0
Ford,Ranger,2.2,Mpumalanga,Witbank,3.5,Medium,1.3,52,0,3346333,2008,11415,1,0,0,0,Third-Party,Weekend Only,Street,2.2,3.5,31967.47
Ford,Ranger,2.2,Mpumalanga,Secunda,2.8,Medium,1.3,48,0,3908664,2025,6180,0,0,0,1,Smart,Occasional,Street,2.2,2.8,55437.82
Ford,Ranger,2.2,Mpumalanga,Vosman,4.0,High,1.5,32,0,3508788,2006,39928,1,1,0,0,Comprehensive,Daily Commute,Carport,2.2,4.0,93507.3
Ford,Ranger,2.2,Mpumalanga,Bethal,1.0,Low,1.0,33,0,2597291,2014,21154,0,0,0,1,Comprehensive,Occasional,Street,2.2,1.0,72386.34
Ford,Ranger,2.2,Mpumalanga,Middleburg,1.5,Low,1.0,30,1,2081242,2014,34609,1,0,1,0,Smart,Weekend Only,Carport,2.2,1.5,37777.53
Ford,Ranger,2.2,Limpopo,Polokwane,2.5,Medium,1.3,66,0,533945,2015,11766,1,1,0,1,Comprehensive,Daily Commute,Garage,2.2,2.5,2461.79
Ford,Ranger,2.2,Limpopo,Mankweng,4.2,High,1.5,52,1,2806908,2002,32058,0,1,0,0,Comprehensive,Business,Garage,2.2,4.2,107671.45
Ford,Ranger,2.2,North West,Mmabatho,4.0,High,1.5,69,0,3665861,2015,3942,0,1,1,1,Comprehensive,Business,Carport,2.2,4.0,139452.26
Ford,Ranger,2.2,North West,Rustenburg,2.0,Medium,1.3,28,0,311362,2014,13532,1,1,0,1,Smart,Business,Street,2.2,2.0,1444.8
Ford,Ranger,2.2,North West,Potchefstroom,1.2,Low,1.0,38,2,329156,2024,22841,0,0,0,1,Comprehensive,Weekend Only,Street,2.2,1.2,1620.47
